# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Thu Apr 10 16:34:26 2025
# Radiative transfer took 0.916 seconds
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total CO2 N2 CO O2 SO2 H2O O3  Rayleigh CIA
7.196022499e-01 2.91560e-02 9.47607e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.99815e-01 9.99999e-01 3.41777e-02 9.98543e-01
7.232002612e-01 3.30527e-02 9.75242e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.28162e-01 9.99999e-01 3.65346e-02 9.98672e-01
7.268162625e-01 3.55530e-02 9.90010e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.21520e-01 9.99999e-01 3.90027e-02 9.98815e-01
7.304503438e-01 3.78082e-02 9.95999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.13327e-01 9.99999e-01 4.15838e-02 9.99330e-01
7.341025955e-01 4.21352e-02 9.99514e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.52226e-01 9.99999e-01 4.42796e-02 9.99784e-01
7.377731085e-01 4.53525e-02 9.99893e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.63277e-01 9.99999e-01 4.70917e-02 9.99884e-01
7.414619740e-01 4.89477e-02 9.98528e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.79966e-01 9.99999e-01 5.00216e-02 9.99967e-01
7.451692839e-01 5.25006e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.89267e-01 9.99999e-01 5.30704e-02 9.99995e-01
7.488951303e-01 5.59290e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.94483e-01 9.99999e-01 5.62392e-02 9.99998e-01
7.526396060e-01 5.93887e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.97642e-01 9.99999e-01 5.95291e-02 9.99998e-01
7.564028040e-01 6.28628e-02 9.99862e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.98899e-01 9.99999e-01 6.29407e-02 9.99999e-01
7.601848180e-01 6.63107e-02 9.97981e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99550e-01 9.99999e-01 6.64746e-02 9.99999e-01
