Wavelength_um,Total_T,Planet
0.43006933,0.71777999,Kelt-9_b
0.4302843646,0.71825548,Kelt-9_b
0.4304995068,0.71873032,Kelt-9_b
0.4307147566,0.71920453,Kelt-9_b
0.4309301139,0.7196781,Kelt-9_b
0.431145579,0.72015104,Kelt-9_b
0.4313611518,0.72062336,Kelt-9_b
0.4315768324,0.72109507,Kelt-9_b
0.4317926208,0.72156616,Kelt-9_b
0.4320085171,0.72203663,Kelt-9_b
0.4322245213,0.72250648,Kelt-9_b
0.4324406336,0.72297571,Kelt-9_b
0.4326568539,0.72344432,Kelt-9_b
0.4328731823,0.7239123,Kelt-9_b
0.4330896189,0.72437965,Kelt-9_b
0.4333061637,0.72484636,Kelt-9_b
0.4335228168,0.72531242,Kelt-9_b
0.4337395782,0.72577783,Kelt-9_b
0.433956448,0.72624256,Kelt-9_b
0.4341734263,0.72670659,Kelt-9_b
0.434390513,0.7271699,Kelt-9_b
0.4346077082,0.72763248,Kelt-9_b
0.4348250121,0.72809432,Kelt-9_b
0.4350424246,0.72855543,Kelt-9_b
0.4352599458,0.72901583,Kelt-9_b
0.4354775758,0.72947554,Kelt-9_b
0.4356953146,0.7299346,Kelt-9_b
0.4359131622,0.73039303,Kelt-9_b
0.4361311188,0.73085082,Kelt-9_b
0.4363491844,0.73130793,Kelt-9_b
0.4365673589,0.7317643,Kelt-9_b
0.4367856426,0.73221982,Kelt-9_b
0.4370040354,0.73267434,Kelt-9_b
0.4372225375,0.73312773,Kelt-9_b
0.4374411487,0.73357991,Kelt-9_b
0.4376598693,0.73403083,Kelt-9_b
0.4378786992,0.73448055,Kelt-9_b
0.4380976386,0.73492922,Kelt-9_b
0.4383166874,0.73537707,Kelt-9_b
0.4385358458,0.73582437,Kelt-9_b
0.4387551137,0.73627132,Kelt-9_b
0.4389744912,0.73671806,Kelt-9_b
0.4391939785,0.73716452,Kelt-9_b
0.4394135755,0.7376105,Kelt-9_b
0.4396332823,0.7380556,Kelt-9_b
0.4398530989,0.73849933,Kelt-9_b
0.4400730254,0.73894114,Kelt-9_b
0.440293062,0.73938057,Kelt-9_b
0.4405132085,0.73981726,Kelt-9_b
0.4407334651,0.74025105,Kelt-9_b
0.4409538318,0.74068202,Kelt-9_b
0.4411743087,0.74111053,Kelt-9_b
0.4413948959,0.74153725,Kelt-9_b
0.4416155933,0.74196312,Kelt-9_b
